occurrenceID,eventID,basisOfRecord,verbatimIdentification,kingdom,phylum,class,order,family,genus,scientificName,scientificNameID,taxonRank,parentEventID,datasetID,license,institutionID,occurrenceStatus,organismQuantity,organismQuantityType,sampleSizeValue,sampleSizeUnit,recordedBy,materialSampleID,eventDate,minimumDepthInMeters,maximumDepthInMeters,locality,decimalLatitude,decimalLongitude,geodeticDatum,identificationRemarks
GU190727-CTD41B-145_MiFish_S45_occ_f800a75f4e9e35a3a61e578f139412f0,GU190727-CTD41B-145_MiFish_S45,MaterialSample,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Maurolicus;Maurolicus weitzmani,Animalia,Chordata,Teleostei,Stomiiformes,Sternoptychidae,Maurolicus,Maurolicus weitzmani,urn:lsid:marinespecies.org:taxname:158838,Species,GU190727-CTD41B-145,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,540,DNA sequence reads,160791,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190727-CTD41B-145,2019-07-27,145,145,USA: Gulf of Mexico,28.575,-85.681,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_01b20b363c6b6b8077f7938f81522554,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Maurolicus,Animalia,Chordata,Teleostei,Stomiiformes,Sternoptychidae,Maurolicus,Maurolicus,urn:lsid:marinespecies.org:taxname:126197,Genus,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,3184,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_18109634cc2f8e156e5402bf13cf4502,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Beloniformes;Exocoetidae;Cheilopogon,Animalia,Chordata,Teleostei,Beloniformes,Exocoetidae,Cheilopogon,Cheilopogon,urn:lsid:marinespecies.org:taxname:125691,Genus,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,920,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_1b90801bfea1c582499276f6ed9a9df4,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus dumerilii,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Diaphus dumerilii,urn:lsid:marinespecies.org:taxname:126590,Species,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,213,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_210b39c8c67cc753dadaf9d357be4686,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Anguilliformes;Nettastomatidae;Hoplunnis;Hoplunnis tenuis,Animalia,Chordata,Teleostei,Anguilliformes,Nettastomatidae,Hoplunnis,Hoplunnis tenuis,urn:lsid:marinespecies.org:taxname:158591,Species,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,2190,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_221cebf8d14311e38ea450f11c20a829,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus dumerilii,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Diaphus dumerilii,urn:lsid:marinespecies.org:taxname:126590,Species,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,27470,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_28fca7046dd486b7ff9eca1d3bcb33c3,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Maurolicus;Maurolicus weitzmani,Animalia,Chordata,Teleostei,Stomiiformes,Sternoptychidae,Maurolicus,Maurolicus weitzmani,urn:lsid:marinespecies.org:taxname:158838,Species,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,653,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_291c0abe4e60d4ae92c1a81b2a3f8a80,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus dumerilii,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Diaphus dumerilii,urn:lsid:marinespecies.org:taxname:126590,Species,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,358,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_2fab6035b33bb0e0e2b0497afa0a7c79,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus dumerilii,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Diaphus dumerilii,urn:lsid:marinespecies.org:taxname:126590,Species,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,259,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_3502ccef24c847e21f01940254fd6e29,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus dumerilii,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Diaphus dumerilii,urn:lsid:marinespecies.org:taxname:126590,Species,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,6226,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_3c64823f9fe1b8e3dee560e7bb3b193c,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides aquilonaris,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Pristipomoides,Pristipomoides aquilonaris,urn:lsid:marinespecies.org:taxname:159805,Species,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,3,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_67a049f738a4cfcecc13cde773c3d6a5,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Anguilliformes;Congridae;Rhynchoconger;Rhynchoconger flavus,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Rhynchoconger,Rhynchoconger flavus,urn:lsid:marinespecies.org:taxname:158571,Species,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,6,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_7949936eb7c1db330adfcf2f3332d142,GU190728-CTD43-245_MiFish_S46,MaterialSample,Bacteria,Bacteria,,,,,,Bacteria,urn:lsid:marinespecies.org:taxname:6,Kingdom,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,3,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_7dd7b2fcbd15409ecd357fcd72bf0d26,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus dumerilii,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Diaphus dumerilii,urn:lsid:marinespecies.org:taxname:126590,Species,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,1048,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_87fc62ed809caa00b26b8cbf9255c7ac,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Acanthuriformes;Antigoniidae;Antigonia;Antigonia capros,Animalia,Chordata,Teleostei,Acanthuriformes,Antigoniidae,Antigonia,Antigonia capros,urn:lsid:marinespecies.org:taxname:127418,Species,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,5,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_99d918d2b66a9418e50eeed3572f4f47,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Acropomatiformes;Acropomatidae;Verilus,Animalia,Chordata,Teleostei,Acropomatiformes,Malakichthyidae,Verilus,Verilus,urn:lsid:marinespecies.org:taxname:271211,Genus,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,4,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_a116b6ade4507c86346ae3f99e32b225,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus dumerilii,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Diaphus dumerilii,urn:lsid:marinespecies.org:taxname:126590,Species,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,515,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_a126a5441c16047483b01f70ed359379,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus dumerilii,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Diaphus dumerilii,urn:lsid:marinespecies.org:taxname:126590,Species,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,6,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_a7884757036f4733cb447d544093d427,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Bathyanthias;Bathyanthias cubensis,Animalia,Chordata,Teleostei,Perciformes,Epinephelidae,Bathyanthias,Bathyanthias cubensis,urn:lsid:marinespecies.org:taxname:279867,Species,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,1040,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_aae2dedca7810ab1cd85be0656903e3f,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Aulopiformes;Synodontidae;Saurida;Saurida normani,Animalia,Chordata,Teleostei,Aulopiformes,Synodontidae,Saurida,Saurida normani,urn:lsid:marinespecies.org:taxname:272117,Species,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,9,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_ab63d8bae05e2423c4cb4babe76f24af,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus dumerilii,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Diaphus dumerilii,urn:lsid:marinespecies.org:taxname:126590,Species,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,628,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_b463bf01b1f040d3f4ee5e512d6bf48f,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Diaphus,urn:lsid:marinespecies.org:taxname:125819,Genus,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,3758,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_c6dc67d9f3e540b14078bab4981e9c90,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Beloniformes;Exocoetidae,Animalia,Chordata,Teleostei,Beloniformes,Exocoetidae,,Exocoetidae,urn:lsid:marinespecies.org:taxname:125452,Family,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,2,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_d18090749dc47011111f31aaa8416190,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Maurolicus;Maurolicus weitzmani,Animalia,Chordata,Teleostei,Stomiiformes,Sternoptychidae,Maurolicus,Maurolicus weitzmani,urn:lsid:marinespecies.org:taxname:158838,Species,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,16378,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_d363773b2f148e6c1879ea1820a94d02,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Scombriformes;Gempylidae;Neoepinnula;Neoepinnula americana,Animalia,Chordata,Teleostei,Scombriformes,Gempylidae,Neoepinnula,Neoepinnula americana,urn:lsid:marinespecies.org:taxname:159712,Species,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,893,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_d997ce93c347f5f00bb1a0ad728538c9,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Clupeiformes;Dussumieriidae;Etrumeus;Etrumeus teres,Animalia,Chordata,Teleostei,Clupeiformes,Dussumieriidae,Etrumeus,Etrumeus sadina,urn:lsid:marinespecies.org:taxname:584793,Species,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,1446,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_db1228572f45a08078f458e56828f0e8,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Scombriformes;Trichiuridae;Lepidopus;Lepidopus altifrons,Animalia,Chordata,Teleostei,Scombriformes,Trichiuridae,Lepidopus,Lepidopus altifrons,urn:lsid:marinespecies.org:taxname:159367,Species,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,9379,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_de956306430f525d506a82ebc3b37f3b,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus dumerilii,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,Diaphus dumerilii,urn:lsid:marinespecies.org:taxname:126590,Species,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,964,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_f491d29e3c2dfa5498a80acd320af4d4,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus flavolimbatus,Animalia,Chordata,Teleostei,Perciformes,Epinephelidae,Hyporthodus,Hyporthodus flavolimbatus,urn:lsid:marinespecies.org:taxname:475077,Species,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,2389,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD43-245_MiFish_S46_occ_fa4610dd4fa3e42981a3b01ff8d67c37,GU190728-CTD43-245_MiFish_S46,MaterialSample,Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Opisthonema;Opisthonema oglinum,Animalia,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Opisthonema,Opisthonema oglinum,urn:lsid:marinespecies.org:taxname:158695,Species,GU190728-CTD43-245,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,1264,DNA sequence reads,81213,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD43-245,2019-07-28,245,245,USA: Gulf of Mexico,29.586,-86.858,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD44B-125_MiFish_S47_occ_04722aea39fdae29b213552fb69c7cee,GU190728-CTD44B-125_MiFish_S47,MaterialSample,Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Bothidae;Trichopsetta;Trichopsetta ventralis,Animalia,Chordata,Teleostei,Pleuronectiformes,Bothidae,Trichopsetta,Trichopsetta ventralis,urn:lsid:marinespecies.org:taxname:159217,Species,GU190728-CTD44B-125,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,672,DNA sequence reads,149940,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD44B-125,2019-07-29,125,125,USA: Gulf of Mexico,29.423,-86.464,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD44B-125_MiFish_S47_occ_121eec910075fc2c651c8c99f2bfcd52,GU190728-CTD44B-125_MiFish_S47,MaterialSample,Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Merluccius,Merluccius,urn:lsid:marinespecies.org:taxname:125762,Genus,GU190728-CTD44B-125,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,190,DNA sequence reads,149940,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD44B-125,2019-07-29,125,125,USA: Gulf of Mexico,29.423,-86.464,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
GU190728-CTD44B-125_MiFish_S47_occ_183bc18f3e5eac45c6dd248fb86d64bf,GU190728-CTD44B-125_MiFish_S47,MaterialSample,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Lagocephalus;Lagocephalus laevigatus,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Lagocephalus,Lagocephalus laevigatus,urn:lsid:marinespecies.org:taxname:158933,Species,GU190728-CTD44B-125,noaa-sefsc-gu1901,https://creativecommons.org/publicdomain/zero/1.0/,https://ror.org/0396y0w87,present,5,DNA sequence reads,149940,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190728-CTD44B-125,2019-07-29,125,125,USA: Gulf of Mexico,29.423,-86.464,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom"
