occurrenceID,eventID,basisOfRecord,verbatimIdentification,kingdom,phylum,class,order,family,genus,scientificName,taxonID,taxonRank,parentEventID,datasetID,license,institutionID,waterBody,occurrenceStatus,organismQuantity,organismQuantityType,sampleSizeValue,sampleSizeUnit,recordedBy,materialSampleID,eventDate,minimumDepthInMeters,maximumDepthInMeters,locality,decimalLatitude,decimalLongitude,geodeticDatum,identificationRemarks,associatedSequences
GU190707-CTD14-315_Riaz_S3_occ_6a298fd7730636f962caf32eecb94ad1,GU190707-CTD14-315_Riaz_S3,MaterialSample,Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Steno;Steno bredanensis,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Steno,"Steno bredanensis (G.Cuvier, 1828)",gbif:2440433,species,GU190707-CTD14-315,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,2602,DNA sequence reads,238869,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190707-CTD14-315,2019-07-07,315,315,USA: Gulf of Mexico,-86.225,28.856,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428795 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247863 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190707-CTD14-315_Riaz_S3_occ_6c18356551ab16b6d523dbdc25d87aea,GU190707-CTD14-315_Riaz_S3,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Hygophum,Animalia,Chordata,,Myctophiformes,Myctophidae,Hygophum,"Hygophum Bolin, 1939",gbif:5213287,genus,GU190707-CTD14-315,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,860,DNA sequence reads,238869,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190707-CTD14-315,2019-07-07,315,315,USA: Gulf of Mexico,-86.225,28.856,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428795 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247863 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190707-CTD14-315_Riaz_S3_occ_4cc2b8ec18aaa252fda5474edeae3123,GU190707-CTD14-315_Riaz_S3,MaterialSample,Eukaryota;Chordata;Actinopteri;Gadiformes;Steindachneriidae;Steindachneria;Steindachneria argentea,Animalia,Chordata,,Gadiformes,Merlucciidae,Steindachneria,"Steindachneria argentea Goode & Bean, 1896",gbif:2415690,species,GU190707-CTD14-315,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,192,DNA sequence reads,238869,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190707-CTD14-315,2019-07-07,315,315,USA: Gulf of Mexico,-86.225,28.856,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428795 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247863 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_173617266b01c5822338e2a3de56ea8b,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Maurolicus;Maurolicus weitzmani,Animalia,Chordata,,Stomiiformes,Sternoptychidae,Maurolicus,"Maurolicus weitzmani Parin & Kobyliansky, 1993",gbif:2347496,species,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,5175,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_b8c407aca42fe67df22b5763fee14642,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus dumerilii,Animalia,Chordata,,Myctophiformes,Myctophidae,Diaphus,"Diaphus dumerilii (Bleeker, 1856)",gbif:2406248,species,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,1454,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_4feb4cae27c142cc61d49716415710bb,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnini,Animalia,Chordata,,Perciformes,Scombridae,,Scombridae,gbif:8596,family,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,19689,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_345ff01c3e4baee2c1e56426e2da6121,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Actinopteri;Stomiiformes;Stomiidae;Heterophotus;Heterophotus ophistoma,Animalia,Chordata,,Stomiiformes,Stomiidae,Heterophotus,"Heterophotus ophistoma Regan & Trewavas, 1929",gbif:2347368,species,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,12,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_8756424d388f0d5747c417ef1d21627b,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Actinopteri;Scombriformes;Ariommatidae;Ariomma;Ariomma bondi,Animalia,Chordata,,Perciformes,Ariommatidae,Ariomma,"Ariomma bondi Fowler, 1930",gbif:2399410,species,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,28089,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_fd1e3437ec32379444ff34a5cd911452,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Actinopteri;Anguilliformes;Nettastomatidae;Hoplunnis;Hoplunnis tenuis,Animalia,Chordata,,Anguilliformes,Nettastomatidae,Hoplunnis,"Hoplunnis tenuis Ginsburg, 1951",gbif:2402939,species,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,25,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_33314b4b8a46a30edaa53e3f02d7f925,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Actinopteri;Acropomatiformes;Acropomatidae;Verilus,Animalia,Chordata,,Perciformes,Acropomatidae,Verilus,"Verilus Poey, 1860",gbif:2381536,genus,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,3116,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_a75febaac22a7655126d4a89c45c8933,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Tursiops;Tursiops truncatus,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Tursiops,"Tursiops truncatus truncatus (Montagu, 1821)",gbif:7194018,subspecies,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,1000,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_b9059151082f294c7116ed698fb867ea,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Actinopteri;Acropomatiformes;Acropomatidae;Synagrops;Synagrops spinosus,Animalia,Chordata,,Perciformes,Acropomatidae,Parascombrops,"Synagrops spinosa Schultz, 1940",gbif:2381525,species,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,36689,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_af25fc3036eeafad6c3db933022db547,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Actinopteri;Scombriformes;Gempylidae;Neoepinnula;Neoepinnula americana,Animalia,Chordata,,Perciformes,Gempylidae,Neoepinnula,"Neoepinnula americana (Grey, 1953)",gbif:2397763,species,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,630,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_272b952bfc6e84de3e33447c805a19ae,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae,Animalia,Chordata,,Perciformes,Scombridae,,Scombridae,gbif:8596,family,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,8079,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_c6335231ee8256f44efaffea7808bc4d,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Actinopteri;Scombriformes;Trichiuridae;Lepidopus;Lepidopus altifrons,Animalia,Chordata,,Perciformes,Trichiuridae,Lepidopus,"Lepidopus altifrons Parin & Collette, 1993",gbif:5210265,species,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,4065,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_72b6f9778a3190370778ac5e3141f271,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Actinopteri;Clupeiformes;Dussumieriidae;Etrumeus;Etrumeus teres,Animalia,Chordata,,Clupeiformes,Dussumieriidae,Etrumeus,"Etrumeus teres (DeKay, 1842)",gbif:2413183,species,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,3046,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_1b00bc1c2be1c947702c05cd95485b8f,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Actinopteri;NA;Malacanthidae;Lopholatilus;Lopholatilus chamaeleonticeps,Animalia,Chordata,,Perciformes,Malacanthidae,Lopholatilus,"Lopholatilus chamaeleonticeps Goode & Bean, 1879",gbif:2389833,species,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,1653,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_8b9bc921bb1ab57a27c2f6cd872751dd,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus,Animalia,Chordata,,Myctophiformes,Myctophidae,Diaphus,"Diaphus Eigenmann & Eigenmann, 1890",gbif:2406168,genus,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,539,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_d00784146917dcb6e26430e33758c199,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Pontinus;Pontinus longispinis,Animalia,Chordata,,Scorpaeniformes,Scorpaenidae,Pontinus,"Pontinus longispinis Goode & Bean, 1896",gbif:2334682,species,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,3654,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_8274a5c940c0105f8a497fc05fb8abfe,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Actinopteri;Stomiiformes;Phosichthyidae;Vinciguerria,Animalia,Chordata,,Stomiiformes,Phosichthyidae,Vinciguerria,"Vinciguerria Jordan & Evermann, 1896",gbif:2346827,genus,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,3416,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_14fd2b7d0e9d862490851cf535afcf5f,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Coelorinchus;Coelorinchus caribbaeus,Animalia,Chordata,,Gadiformes,Macrouridae,Coelorinchus,"Coelorinchus caribbaeus (Goode & Bean, 1885)",gbif:2416355,species,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,2677,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_25fc3b356848470a59a39eb4867f395e,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Actinopteri;Polymixiiformes;Polymixiidae;Polymixia;Polymixia lowei,Animalia,Chordata,,Polymixiiformes,Polymixiidae,Polymixia,"Polymixia lowei Günther, 1859",gbif:2410398,species,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,642,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_0df37a1b74088f0e7410a1b78cada881,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis eurystole,Animalia,Chordata,,Clupeiformes,Engraulidae,Engraulis,"Engraulis eurystole (Swain & Meek, 1884)",gbif:2414003,species,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,471,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_71e6056a57e47b60dd5761bbb7128e57,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Actinopteri;Perciformes;Peristediidae;Peristedion;Peristedion miniatum,Animalia,Chordata,,Scorpaeniformes,Peristediidae,Peristedion,"Peristedion miniatum Goode, 1880",gbif:2335006,species,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,2540,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_3d11d4e65502731003f7b564cf58a4d3,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Actinopteri;Anguilliformes,Animalia,Chordata,,Anguilliformes,,,Anguilliformes,gbif:495,order,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,382,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_391932cd6e322bd926c295b2f2ade4a4,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Baldwinella;Baldwinella aureorubens,Animalia,Chordata,,Perciformes,Serranidae,Baldwinella,"Baldwinella aureorubens (Longley, 1935)",gbif:8349610,species,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,2,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
GU190708-CTD16-252_Riaz_S4_occ_5ae62f9b1b90cd39541ee515bbf3f7e0,GU190708-CTD16-252_Riaz_S4,MaterialSample,Eukaryota;Chordata;Actinopteri;Aulopiformes;Scopelarchidae;Scopelarchus;Scopelarchus analis,Animalia,Chordata,,Aulopiformes,Scopelarchidae,Scopelarchus,"Scopelarchus analis (Brauer, 1902)",gbif:2401446,species,GU190708-CTD16-252,noaa-sefsc-gu1901,http://creativecommons.org/publicdomain/zero/1.0/legalcode,https://ror.org/0396y0w87,"Mexico, Gulf of",present,272,DNA sequence reads,130193,DNA sequence reads,Lynsey Wilcox Talbot | Katherine Silliman,GU190708-CTD16-252,2019-07-08,252,252,USA: Gulf of Mexico,-86.548,29.452,WGS84,"qiime2-2023.5; naive-bayes classifier; scikit-learn 0.24.1, confidence: unknown confidence, against reference database: custom",https://www.ncbi.nlm.nih.gov/sra/SRX30428796 | https://www.ncbi.nlm.nih.gov/biosample/SAMN51247864 | https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1322479
